block	delayTime amount	lowerLimit upperLimit totaltime average_time
1	365 	3036	2449	2461	23.9395	2.65994
2	180 	3012	2293	2306	14.9025	1.86281
3	1095	3021	534	547	37.873	3.7873
4	5   	3000	2914	2926	28.438	3.55475
5	30  	3048	2434	2446	37.7607	3.77607
6	3650	3027	212	224	22.8192	2.53546
